state,local_minimum_id,status,stored_objective,cartesian_objective,objective_abs_difference,sqrt_s_abs_difference,pOut_abs_difference,qOut_abs_difference,theta_p_abs_difference,theta_gamma_abs_difference,phi_p_abs_difference,phi_gamma_abs_difference,proton_direction_distance,photon_direction_distance,proton_vector_roundtrip_distance,photon_vector_roundtrip_distance,energy_residual,momentum_residual,within_objective_tolerance,within_kinematic_tolerance
CPGAMMA,0,pass,3.952393967665557e-14,4.725808411265575e-09,4.7257688873258985e-09,6.288303211476887e-13,2.220446049250313e-16,2.7755575615628914e-16,0.0,0.0,nan,nan,0.0,0.0,2.220446049250313e-16,2.7755575615628914e-16,0.0,0.0,True,True
CPGAMMA,1,pass,6.80566714095221e-14,3.6672155312444943e-09,3.6671474745730848e-09,3.277378368693462e-13,4.440892098500626e-16,2.220446049250313e-16,0.0,0.0,nan,nan,0.0,0.0,4.440892098500626e-16,2.220446049250313e-16,8.881784197001252e-16,2.220446049250313e-16,True,True
CPGAMMA,2,pass,2.049915792667889e-12,2.0500268149703516e-12,1.1102230246251565e-16,1.2878587085651816e-13,4.440892098500626e-16,5.551115123125783e-17,0.0,0.0,nan,nan,0.0,0.0,4.440892098500626e-16,5.551115123125783e-17,8.881784197001252e-16,0.0,True,True
CPGAMMA,3,pass,2.276845378901271e-12,2.277289468111121e-12,4.440892098500626e-16,8.677503160470224e-13,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.0,nan,nan,0.0,0.0,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.0,True,True
CPGAMMA,4,pass,2.757793993168889e-12,6.267927954439756e-09,6.265170160446587e-09,1.1546319456101628e-14,2.220446049250313e-16,0.0,0.0,0.0,nan,nan,0.0,0.0,2.220446049250313e-16,0.0,8.881784197001252e-16,2.220446049250313e-16,True,True
CPGAMMA,5,pass,2.9094504583326852e-12,2.9095614806351477e-12,1.1102230246251565e-16,4.1655567883935873e-13,1.1102230246251565e-16,0.0,0.0,4.0478010483388505e-17,nan,5.477396314290672e-12,0.0,6.99252557519125e-17,1.1102230246251565e-16,1.1688969336297372e-16,0.0,2.220446049250313e-16,True,True
CPGAMMA,6,pass,3.4017233474514796e-12,8.863680345250202e-09,8.86027862190275e-09,6.146194664324867e-13,1.249000902703301e-16,2.220446049250313e-16,0.0,0.0,nan,nan,2.43754568460104e-16,0.0,1.2518381282327103e-16,2.220446049250313e-16,0.0,0.0,True,True
CPGAMMA,7,pass,4.349076654364126e-12,4.348965632061663e-12,1.1102230246251565e-16,5.830891325331322e-13,4.440892098500626e-16,2.220446049250313e-16,0.0,0.0,nan,nan,0.0,0.0,4.440892098500626e-16,2.220446049250313e-16,4.440892098500626e-16,1.1102230246251565e-16,True,True
CPGAMMA,8,pass,4.818367926873179e-12,4.118417717968725e-09,4.113599350041852e-09,4.631850458736153e-13,5.412337245047638e-16,1.1102230246251565e-16,9.331485734663259e-16,8.353693035706086e-17,1.9999830502825944e-07,5.447331474783823e-11,5.5001772469838715e-15,2.923028861787776e-16,7.327891778028378e-16,2.9907045516476633e-16,0.0,0.0,True,True
CPGAMMA,9,pass,4.932609876107108e-12,4.932387831502183e-12,2.220446049250313e-16,6.3860028376439e-13,2.7755575615628914e-16,0.0,0.0,0.0,nan,nan,0.0,0.0,2.7755575615628914e-16,0.0,0.0,0.0,True,True
CPGAMMA,10,pass,5.202616115695946e-12,9.588276950189822e-09,9.583074334074126e-09,7.8026474170656e-13,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.0,nan,nan,0.0,0.0,2.220446049250313e-16,1.1102230246251565e-16,4.440892098500626e-16,0.0,True,True
CPGAMMA,11,pass,6.038058941726376e-12,3.023641115262876e-09,3.0176030563211498e-09,2.078337502098293e-13,1.1102230246251565e-16,0.0,5.487672355376436e-16,2.875168636159997e-17,9.938716516444401e-12,7.51754214434186e-12,5.662649665621558e-16,6.729319523906049e-17,3.0968740559640516e-16,1.1742181000210339e-16,0.0,2.220446049250313e-16,True,True
CPGAMMA,12,pass,6.952438624807655e-12,6.265335472654954e-09,6.258383034030146e-09,1.1102230246251565e-13,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,nan,nan,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,2.220446049250313e-16,True,True
CPGAMMA,13,pass,7.486011810442506e-12,5.864082108786306e-09,5.8565960969758635e-09,9.85878045867139e-14,4.440892098500626e-16,0.0,0.0,0.0,nan,nan,0.0,0.0,4.440892098500626e-16,0.0,0.0,0.0,True,True
CPGAMMA,14,pass,7.688738534739059e-12,6.120219442351527e-09,6.1125307038167875e-09,8.393286066166183e-13,4.440892098500626e-16,1.1102230246251565e-16,0.0,0.0,nan,nan,0.0,0.0,4.440892098500626e-16,1.1102230246251565e-16,0.0,0.0,True,True
CPGAMMA,15,pass,7.736478124797941e-12,4.3667610638564724e-09,4.3590245857316745e-09,1.318944953254686e-13,5.551115123125783e-16,2.220446049250313e-16,6.351493495645316e-16,0.0,1.9418244789903838e-11,nan,8.23882253948376e-16,0.0,6.738525137408727e-16,2.220446049250313e-16,4.440892098500626e-16,1.1102230246251565e-16,True,True
CPGAMMA,16,pass,7.865930129469234e-12,8.215603308769914e-09,8.207737378640445e-09,1.412203687323199e-13,4.440892098500626e-16,0.0,0.0,0.0,nan,nan,0.0,0.0,4.440892098500626e-16,0.0,8.881784197001252e-16,0.0,True,True
